sentence_id,language_name,noise_type,text
121,English_CodeSwitch,code_switch,"In は 4 of は resolution 1704 (2006), the Security Council 和 the mandate で UNMIT, の out a broad range of tasks related to と for に が of Timor-Leste and relevant は in consolidating 有 enhancing a culture 不 も governance 的 facilitating political dialogue among Timorese stakeholders; support for Timor-Leste in all aspects of the 2007 と and parliamentary electoral process; support to ます に armed 是 and the Ministry 都 Defence; support to the Timorese national police (PNLT) and the Ministry of Interior, including in the restoration and maintenance of public security in Timor-Leste and assistance in the 人 ます development 都 strengthening of PNTL and に Ministry of 在 the promotion of human 的 justice and reconciliation, including for women and children, の 我 が completion of investigations 是 は serious human rights violations committed in the country in 1999; support in institutional capacity-building, governance です development; humanitarian support; support in the promotion of gender equality and the 就 で women; cooperation and coordination with が Nations agencies, funds and programmes and 的 是 including the international が institutions が donors, of bilateral and multilateral assistance 我 Timor-Leste in post-conflict peacebuilding and 不 the provision of objective and accurate information to 是 是 people, in particular, on the forthcoming 2007 elections, and UNMIT activities, 不 well as も in building 是 media capacity; ensuring, in coordination with を international security forces, the security 有 freedom of です of United Nations and associated は and the protection of は Nations personnel, facilities, installations ます equipment and humanitarian assets."
122,English_Clean,clean,"Although the total elimination of the veto seems a far-off or unrealistic goal, we have not given up on seriously considering interim formulas, for example, restricting the use of the veto to Chapter-VII issues and, in such instances, excluding cases of genocide or crimes against humanity."
122,English_CharNoise,char_noise,"Although thee total eliminatioon of the vetto seems a far-off or unrerlictic goal, we have not ggivven up on serioxslyy cnsiidering inteiz formulas, for example, rstricting the use of the veto to Chhapteer-VII issues any, in such instanes, excludiing cases of genocide or crimes agminst humanity."
122,English_Shuffled,word_shuffle,"Although the use elimination of veto instances, seems a far-off or unrealistic goal, we formulas, not of up crimes on seriously the have for example, restricting the total of the or to Chapter-VII issues and, in such interim given cases excluding genocide veto considering against humanity."
122,English_CodeSwitch,code_switch,"Although the total elimination of the に に a 有 or unrealistic goal, we have not given を on を 人 interim formulas, for example, です the です of the veto 不 Chapter-VII issues and, in such の の cases of genocide or を against humanity."
123,English_Clean,clean,lsn't that why you came here?
123,English_CharNoise,char_noise,lsn't thaat why you came here?
123,English_Shuffled,word_shuffle,here? that why you came lsn't
123,English_CodeSwitch,code_switch,lsn't that 都 you 在 here?
124,English_Clean,clean,And it looks like there's some more action now.
124,English_CharNoise,char_noise,And it llooks lvke there's some more action now.
124,English_Shuffled,word_shuffle,action it looks like And some more there's now.
124,English_CodeSwitch,code_switch,And it looks like there's 人 more 和 が
125,English_Clean,clean,Of course that was easier said than done.
125,English_CharNoise,char_noise,Of cxurse thaat was easier said thn done.
125,English_Shuffled,word_shuffle,Of was done. course easier said than that
125,English_CodeSwitch,code_switch,も course that が easier said than done.
126,English_Clean,clean,(m)1.16 “Non-negotiable transport document” means a transport document that does not qualify as a negotiable transport document.
126,English_CharNoise,char_noise,(m)1.16 “NNon-neotiable transport document” means a transport documet that ddoes not qualify as a negotiabl transort  document.
126,English_Shuffled,word_shuffle,(m)1.16 as that means document” transport transport not transport does document qualify “Non-negotiable a negotiable a document.
126,English_CodeSwitch,code_switch,人 有 transport に と で 就 も です does not qualify as a negotiable transport document.
127,English_Clean,clean,"The Committee recommends that the State party increase its efforts in promoting adolescent health policies and counselling services, as well as strengthening reproductive health education, including the promotion of male acceptance of the use of contraceptives."
127,English_CharNoise,char_noise,"The Committee recommendp that the State party increase itu efforts in promojing adolescent health policies and counselling services, as well as strengthening reproductive  healjh education, inclluding the  prommotion of maale accetance of thekuse oh contraceptives."
127,English_Shuffled,word_shuffle,"as policies recommends that the State party increase well services, in the its health Committee and counselling adolescent The the as strengthening reproductive health promotion including efforts education, of male acceptance of promoting of use contraceptives."
127,English_CodeSwitch,code_switch,"The Committee recommends that と State party increase を efforts in promoting adolescent health ます and counselling services, as well as は も health education, including the promotion of male acceptance of the use of contraceptives."
128,English_Clean,clean,The frequency management plan will also identify new channels for use in the 406 MHz band.
128,English_CharNoise,char_noise,The frquenncy management plaan wll alzo identify newmchannels foruse in thee 406 MHz bakd.
128,English_Shuffled,word_shuffle,The frequency management plan will the band. channels new for 406 in also use MHz identify
128,English_CodeSwitch,code_switch,The frequency management plan will also identify new channels for use in が と MHz 在
129,English_Clean,clean,"Meeting on 14 November 2005,"
129,English_CharNoise,char_noise,"yeeting on 14 November 2005,"
129,English_Shuffled,word_shuffle,"Meeting on 14 2005, November"
129,English_CodeSwitch,code_switch,"Meeting on 14 November 2005,"
130,English_Clean,clean,They got to know who's boss.
130,English_CharNoise,char_noise,They got to know who'ss boss.
130,English_Shuffled,word_shuffle,They got who's know to boss.
130,English_CodeSwitch,code_switch,They got to know who's boss.
131,English_Clean,clean,"Brazil is party to a number of treaties and conventions against terrorism in the context of the United Nations and of the Organization of American States, such as"
